Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Thomas Müller,de GER,MF,31.0,28.4,35.0,20,7.0,16.0,12.0,16.0,54.0,29.6,38.0,32.0,1.0,31.0,15,50.0,12.0,0.0,Matches
Manuel Neuer,de GER,GK,35.0,27.9,2.0,1,2.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,2.0,7.0,1.0,Matches
Joshua Kimmich,de GER,MF,26.0,27.5,39.0,20,14.0,17.0,8.0,18.0,58.0,31.0,40.0,34.0,8.0,26.0,52,91.0,29.0,1.0,Matches
Dayot Upamecano,fr FRA,DF,22.0,24.6,66.0,42,42.0,21.0,3.0,24.0,36.0,66.7,12.0,20.0,10.0,10.0,32,98.0,71.0,6.0,Matches
Serge Gnabry,de GER,"FW,DF",26.0,24.3,47.0,31,16.0,20.0,11.0,22.0,57.0,38.6,35.0,26.0,0.0,26.0,14,61.0,3.0,0.0,Matches
Lucas Hernández,fr FRA,DF,25.0,22.6,50.0,31,20.0,24.0,6.0,26.0,42.0,61.9,16.0,22.0,11.0,11.0,28,78.0,54.0,1.0,Matches
Benjamin Pavard,fr FRA,DF,25.0,23.1,35.0,20,21.0,13.0,1.0,19.0,29.0,65.5,10.0,28.0,16.0,12.0,36,71.0,50.0,1.0,Matches
Leroy Sané,de GER,"FW,MF",25.0,22.0,28.0,16,5.0,19.0,4.0,9.0,24.0,37.5,15.0,18.0,0.0,18.0,12,40.0,2.0,1.0,Matches
Alphonso Davies,ca CAN,DF,20.0,19.3,34.0,17,17.0,8.0,9.0,13.0,31.0,41.9,18.0,27.0,1.0,26.0,23,57.0,26.0,1.0,Matches
Niklas Süle,de GER,DF,25.0,20.4,29.0,23,21.0,7.0,1.0,18.0,24.0,75.0,6.0,16.0,12.0,4.0,28,57.0,49.0,0.0,Matches
Leon Goretzka,de GER,MF,26.0,15.5,25.0,15,12.0,9.0,4.0,11.0,26.0,42.3,15.0,11.0,1.0,10.0,17,42.0,23.0,2.0,Matches
Kingsley Coman,fr FRA,"FW,DF",25.0,15.1,14.0,8,1.0,9.0,4.0,5.0,16.0,31.3,11.0,14.0,0.0,14.0,8,22.0,5.0,0.0,Matches
Jamal Musiala,de GER,"MF,FW",18.0,16.3,40.0,26,11.0,16.0,13.0,15.0,36.0,41.7,21.0,25.0,0.0,25.0,19,59.0,2.0,1.0,Matches
Marcel Sabitzer,at AUT,"MF,DF",27.0,10.1,18.0,7,8.0,8.0,2.0,9.0,19.0,47.4,10.0,7.0,0.0,7.0,9,27.0,10.0,1.0,Matches
Corentin Tolisso,fr FRA,MF,26.0,7.8,11.0,5,1.0,9.0,1.0,7.0,17.0,41.2,10.0,5.0,1.0,4.0,9,20.0,10.0,0.0,Matches
Josip Stanišić,hr CRO,DF,21.0,7.2,21.0,10,7.0,12.0,2.0,12.0,18.0,66.7,6.0,7.0,0.0,7.0,11,32.0,10.0,2.0,Matches
Tanguy Nianzou,fr FRA,DF,19.0,6.5,11.0,7,7.0,3.0,1.0,7.0,11.0,63.6,4.0,7.0,2.0,5.0,7,18.0,17.0,0.0,Matches
Sven Ulreich,de GER,GK,32.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Matches
Omar Richards,eng ENG,DF,23.0,4.9,19.0,12,11.0,5.0,3.0,11.0,16.0,68.8,5.0,7.0,1.0,6.0,4,23.0,7.0,0.0,Matches
Marc Roca,es ESP,MF,24.0,4.2,9.0,7,2.0,4.0,3.0,2.0,8.0,25.0,6.0,6.0,0.0,6.0,6,15.0,4.0,0.0,Matches
Eric Maxim Choupo-Moting,cm CMR,"FW,MF",32.0,4.2,10.0,9,3.0,6.0,1.0,3.0,10.0,30.0,7.0,1.0,0.0,1.0,5,15.0,2.0,0.0,Matches
Malik Tillman,us USA,"FW,MF",19.0,1.2,2.0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,4.0,2,4.0,1.0,0.0,Matches
Bouna Sarr,sn SEN,DF,29.0,0.7,4.0,4,2.0,1.0,1.0,4.0,5.0,80.0,1.0,2.0,1.0,1.0,6,10.0,1.0,0.0,Matches
Paul Wanner,de GER,"FW,MF",15.0,0.4,2.0,2,0.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,Matches
Gabriel Vidovic,hr CRO,"FW,MF",17.0,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Lucas Copado,de GER,FW,17.0,0.2,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Matches
Mickaël Cuisance,fr FRA,MF,21.0,0.1,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Matches
Christian Früchtl,de GER,GK,21.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Chris Richards,us USA,DF,21.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Matches
Squad Total,,,26.8,34.0,563.0,338,231.0,237.0,95.0,259.0,559.0,46.3,300.0,338.0,68.0,270.0,349,912.0,404.0,18.0,
Opponent Total,,,26.1,34.0,678.0,386,367.0,236.0,75.0,340.0,832.0,40.9,492.0,457.0,154.0,303.0,498,1176.0,798.0,22.0,
Jude Bellingham,eng ENG,MF,18.0,31.0,52.0,34,15.0,31.0,6.0,21.0,53.0,39.6,32.0,50.0,4.0,46.0,42,94.0,32.0,0.0,Matches
Gregor Kobel,ch SUI,GK,23.0,28.5,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1,1.0,20.0,0.0,Matches
Marco Reus,de GER,"MF,FW",32.0,27.8,45.0,30,13.0,21.0,11.0,16.0,42.0,38.1,26.0,23.0,6.0,17.0,12,57.0,41.0,1.0,Matches
Manuel Akanji,ch SUI,DF,26.0,25.1,33.0,23,20.0,11.0,2.0,22.0,32.0,68.8,10.0,26.0,15.0,11.0,35,68.0,58.0,0.0,Matches
Julian Brandt,de GER,"MF,FW",25.0,23.1,37.0,19,13.0,20.0,4.0,17.0,54.0,31.5,37.0,19.0,2.0,17.0,24,61.0,14.0,1.0,Matches
Axel Witsel,be BEL,"MF,DF",32.0,21.6,42.0,27,12.0,23.0,7.0,18.0,30.0,60.0,12.0,24.0,9.0,15.0,27,69.0,38.0,0.0,Matches
Erling Haaland,no NOR,FW,21.0,21.2,2.0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,8.0,1.0,7.0,1,3.0,31.0,0.0,Matches
Raphaël Guerreiro,pt POR,DF,27.0,19.9,35.0,19,19.0,12.0,4.0,16.0,31.0,51.6,15.0,18.0,2.0,16.0,25,60.0,14.0,1.0,Matches
Mats Hummels,de GER,DF,32.0,19.6,34.0,22,20.0,13.0,1.0,20.0,36.0,55.6,16.0,18.0,13.0,5.0,32,66.0,66.0,1.0,Matches
Donyell Malen,nl NED,FW,22.0,18.7,13.0,10,4.0,5.0,4.0,7.0,13.0,53.8,6.0,10.0,0.0,10.0,10,23.0,11.0,0.0,Matches
Mahmoud Dahoud,de GER,MF,25.0,18.4,42.0,19,10.0,24.0,8.0,20.0,46.0,43.5,26.0,18.0,3.0,15.0,17,59.0,16.0,0.0,Matches
Emre Can,de GER,"DF,MF",27.0,18.8,36.0,22,20.0,16.0,0.0,15.0,30.0,50.0,15.0,26.0,10.0,16.0,36,72.0,40.0,2.0,Matches
Thomas Meunier,be BEL,DF,29.0,15.6,29.0,19,13.0,12.0,4.0,16.0,33.0,48.5,17.0,10.0,2.0,8.0,12,41.0,25.0,1.0,Matches
Marius Wolf,de GER,"DF,FW",26.0,14.7,26.0,10,13.0,9.0,4.0,12.0,24.0,50.0,12.0,14.0,1.0,13.0,13,39.0,8.0,0.0,Matches
Thorgan Hazard,be BEL,"FW,DF",28.0,14.9,23.0,13,8.0,10.0,5.0,15.0,40.0,37.5,25.0,23.0,1.0,22.0,6,29.0,4.0,0.0,Matches
Dan-Axel Zagadou,fr FRA,DF,22.0,10.6,13.0,7,11.0,1.0,1.0,7.0,10.0,70.0,3.0,14.0,4.0,10.0,15,28.0,38.0,2.0,Matches
Nico Schulz,de GER,DF,28.0,9.3,21.0,12,9.0,7.0,5.0,9.0,21.0,42.9,12.0,8.0,1.0,7.0,11,32.0,8.0,0.0,Matches
Marin Pongračić,hr CRO,DF,23.0,9.2,17.0,10,13.0,4.0,0.0,6.0,10.0,60.0,4.0,11.0,5.0,6.0,17,34.0,32.0,2.0,Matches
Gio Reyna,us USA,MF,18.0,4.9,7.0,4,2.0,4.0,1.0,3.0,9.0,33.3,6.0,6.0,0.0,6.0,1,8.0,3.0,0.0,Matches
Felix Passlack,de GER,DF,23.0,5.2,13.0,9,8.0,4.0,1.0,6.0,12.0,50.0,6.0,5.0,1.0,4.0,4,17.0,7.0,0.0,Matches
Marwin Hitz,ch SUI,GK,33.0,4.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,Matches
Youssoufa Moukoko,de GER,"FW,MF",16.0,2.5,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,3,4.0,0.0,0.0,Matches
Reinier,br BRA,"FW,MF",19.0,1.8,5.0,3,4.0,0.0,1.0,1.0,1.0,100.0,0.0,3.0,0.0,3.0,0,5.0,0.0,0.0,Matches
Jamie Bynoe-Gittens,eng ENG,FW,16.0,1.5,3.0,2,0.0,2.0,1.0,2.0,5.0,40.0,3.0,4.0,1.0,3.0,1,4.0,1.0,0.0,Matches
Tom Rothe,de GER,DF,16.0,1.0,4.0,3,2.0,2.0,0.0,3.0,6.0,50.0,3.0,2.0,0.0,2.0,2,6.0,3.0,0.0,Matches
Roman Bürki,ch SUI,GK,30.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Ansgar Knauff,de GER,"FW,MF",19.0,1.3,3.0,1,1.0,1.0,1.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,0,3.0,4.0,0.0,Matches
Steffen Tigges,de GER,"FW,MF",23.0,1.2,4.0,3,1.0,2.0,1.0,2.0,3.0,66.7,1.0,3.0,1.0,2.0,0,4.0,3.0,0.0,Matches
Thomas Delaney,dk DEN,MF,29.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Antonios Papadopoulos,de GER,"DF,MF",21.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Matches
Lennard Maloney,us USA,DF,21.0,0.1,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Matches
Lion Semić,de GER,DF,17.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Immanuel Pherai,nl NED,MF,20.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,25.9,34.0,541.0,322,232.0,236.0,73.0,255.0,550.0,46.4,295.0,351.0,82.0,269.0,347,888.0,519.0,11.0,
Opponent Total,,,26.0,34.0,594.0,342,292.0,229.0,73.0,284.0,636.0,44.7,352.0,402.0,104.0,298.0,481,1075.0,573.0,12.0,
Jonathan Tah,de GER,DF,25.0,32.0,25.0,18,19.0,5.0,1.0,17.0,33.0,51.5,16.0,31.0,20.0,11.0,43,68.0,156.0,0.0,Matches
Lukáš Hrádecký,fi FIN,GK,31.0,32.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,10.0,1.0,Matches
Moussa Diaby,fr FRA,"FW,MF",22.0,30.7,20.0,11,8.0,9.0,3.0,5.0,38.0,13.2,33.0,11.0,0.0,11.0,8,28.0,2.0,0.0,Matches
Patrik Schick,cz CZE,FW,25.0,23.1,5.0,2,2.0,2.0,1.0,1.0,9.0,11.1,8.0,6.0,1.0,5.0,3,8.0,28.0,0.0,Matches
Jeremie Frimpong,nl NED,DF,20.0,22.8,32.0,18,19.0,12.0,1.0,12.0,23.0,52.2,11.0,24.0,6.0,18.0,17,49.0,40.0,2.0,Matches
Kerem Demirbay,de GER,MF,28.0,22.8,52.0,31,19.0,30.0,3.0,16.0,41.0,39.0,25.0,32.0,9.0,23.0,33,85.0,21.0,0.0,Matches
Florian Wirtz,de GER,"MF,FW",18.0,20.6,25.0,10,6.0,16.0,3.0,10.0,28.0,35.7,18.0,12.0,1.0,11.0,13,38.0,4.0,0.0,Matches
Robert Andrich,de GER,MF,26.0,20.2,33.0,17,18.0,14.0,1.0,14.0,28.0,50.0,14.0,19.0,7.0,12.0,31,64.0,46.0,0.0,Matches
Odilon Kossonou,ci CIV,DF,20.0,19.9,23.0,17,16.0,6.0,1.0,15.0,25.0,60.0,10.0,36.0,14.0,22.0,26,49.0,66.0,0.0,Matches
Piero Hincapié,ec ECU,DF,19.0,19.5,33.0,23,23.0,8.0,2.0,19.0,25.0,76.0,6.0,34.0,15.0,19.0,33,66.0,56.0,2.0,Matches
Mitchel Bakker,nl NED,DF,21.0,20.2,33.0,22,16.0,12.0,5.0,20.0,34.0,58.8,14.0,13.0,2.0,11.0,23,56.0,42.0,3.0,Matches
Edmond Tapsoba,bf BFA,DF,22.0,20.2,35.0,17,24.0,10.0,1.0,20.0,32.0,62.5,12.0,27.0,15.0,12.0,29,64.0,72.0,1.0,Matches
Charles Aránguiz,cl CHI,MF,32.0,17.5,45.0,25,18.0,21.0,6.0,22.0,52.0,42.3,30.0,24.0,4.0,20.0,33,78.0,21.0,0.0,Matches
Paulinho,br BRA,"FW,MF",21.0,13.5,22.0,13,6.0,13.0,3.0,13.0,27.0,48.1,14.0,14.0,1.0,13.0,6,28.0,7.0,0.0,Matches
Amine Adli,fr FRA,"FW,MF",21.0,14.0,27.0,14,10.0,14.0,3.0,8.0,15.0,53.3,7.0,26.0,2.0,24.0,11,38.0,12.0,0.0,Matches
Exequiel Palacios,ar ARG,MF,22.0,12.2,30.0,19,12.0,14.0,4.0,15.0,38.0,39.5,23.0,20.0,1.0,19.0,28,58.0,11.0,2.0,Matches
Karim Bellarabi,de GER,"FW,MF",31.0,7.6,9.0,4,4.0,4.0,1.0,3.0,13.0,23.1,10.0,5.0,0.0,5.0,9,18.0,4.0,0.0,Matches
Lucas Alario,ar ARG,FW,28.0,7.3,6.0,5,0.0,2.0,4.0,2.0,5.0,40.0,3.0,5.0,0.0,5.0,1,7.0,6.0,0.0,Matches
Sardar Azmoun,ir IRN,"FW,MF",26.0,4.0,3.0,1,0.0,2.0,1.0,0.0,5.0,0.0,5.0,2.0,0.0,2.0,0,3.0,8.0,0.0,Matches
Nadiem Amiri,de GER,"MF,FW",24.0,4.1,8.0,4,3.0,2.0,3.0,4.0,8.0,50.0,4.0,4.0,2.0,2.0,5,13.0,0.0,0.0,Matches
Daley Sinkgraven,nl NED,DF,26.0,3.9,6.0,2,4.0,0.0,2.0,3.0,7.0,42.9,4.0,3.0,1.0,2.0,3,9.0,6.0,0.0,Matches
Lennart Grill,de GER,GK,22.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Andrey Lunyov,ru RUS,GK,29.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Julian Baumgartlinger,at AUT,"MF,FW",33.0,1.0,3.0,1,2.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,2,5.0,0.0,0.0,Matches
Timothy Fosu-Mensah,nl NED,DF,23.0,1.6,5.0,3,3.0,1.0,1.0,4.0,4.0,100.0,0.0,1.0,0.0,1.0,2,7.0,2.0,0.0,Matches
Panagiotis Retsos,gr GRE,"DF,FW",22.0,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,Matches
Zidan Sertdemir,dk DEN,"MF,FW",16.0,0.2,2.0,2,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,Matches
Iker Bravo,es ESP,FW,16.0,0.1,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Matches
Joel Pohjanpalo,fi FIN,FW,26.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,24.4,34.0,484.0,281,235.0,199.0,50.0,225.0,493.0,45.6,268.0,350.0,101.0,249.0,360,844.0,620.0,12.0,
Opponent Total,,,26.3,34.0,601.0,347,272.0,246.0,83.0,305.0,706.0,43.2,401.0,395.0,95.0,300.0,414,1015.0,588.0,13.0,
Péter Gulácsi,hu HUN,GK,31.0,33.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,15.0,1.0,Matches
Christopher Nkunku,fr FRA,"FW,MF",23.0,30.3,23.0,10,10.0,11.0,2.0,9.0,35.0,25.7,26.0,23.0,2.0,21.0,15,38.0,15.0,0.0,Matches
Willi Orban,hu HUN,DF,28.0,29.4,32.0,22,20.0,11.0,1.0,13.0,25.0,52.0,12.0,40.0,24.0,16.0,44,76.0,123.0,2.0,Matches
Joško Gvardiol,hr CRO,DF,19.0,26.8,47.0,31,28.0,17.0,2.0,22.0,39.0,56.4,17.0,30.0,11.0,19.0,51,98.0,62.0,2.0,Matches
Angeliño,es ESP,DF,24.0,25.5,28.0,21,14.0,13.0,1.0,14.0,30.0,46.7,16.0,24.0,3.0,21.0,29,57.0,40.0,0.0,Matches
Kevin Kampl,si SVN,MF,30.0,21.1,41.0,19,16.0,20.0,5.0,10.0,42.0,23.8,32.0,24.0,5.0,19.0,24,65.0,17.0,0.0,Matches
André Silva,pt POR,FW,25.0,23.1,13.0,9,2.0,3.0,8.0,4.0,13.0,30.8,9.0,20.0,2.0,18.0,2,15.0,15.0,0.0,Matches
Mohamed Simakan,fr FRA,DF,21.0,22.3,48.0,27,25.0,21.0,2.0,27.0,41.0,65.9,14.0,22.0,11.0,11.0,40,88.0,46.0,1.0,Matches
Nordi Mukiele,fr FRA,"DF,FW",23.0,20.5,35.0,22,23.0,9.0,3.0,14.0,27.0,51.9,13.0,31.0,5.0,26.0,31,66.0,44.0,2.0,Matches
Emil Forsberg,se SWE,MF,29.0,19.0,21.0,12,2.0,11.0,8.0,7.0,22.0,31.8,15.0,18.0,0.0,18.0,2,23.0,2.0,1.0,Matches
Lukas Klostermann,de GER,DF,25.0,18.3,29.0,16,11.0,15.0,3.0,13.0,19.0,68.4,6.0,16.0,3.0,13.0,26,55.0,58.0,0.0,Matches
Dominik Szoboszlai,hu HUN,"MF,FW",20.0,17.1,17.0,12,5.0,9.0,3.0,8.0,27.0,29.6,19.0,30.0,3.0,27.0,10,27.0,15.0,0.0,Matches
Amadou Haidara,ml MLI,MF,23.0,14.7,30.0,14,11.0,19.0,0.0,17.0,37.0,45.9,20.0,22.0,6.0,16.0,16,46.0,8.0,1.0,Matches
Konrad Laimer,at AUT,MF,24.0,13.8,38.0,24,11.0,22.0,5.0,24.0,53.0,45.3,29.0,29.0,3.0,26.0,4,42.0,9.0,0.0,Matches
Tyler Adams,us USA,MF,22.0,15.0,23.0,7,5.0,16.0,2.0,7.0,25.0,28.0,18.0,24.0,1.0,23.0,16,39.0,19.0,2.0,Matches
Benjamin Henrichs,de GER,DF,24.0,12.7,30.0,21,18.0,6.0,6.0,12.0,22.0,54.5,10.0,16.0,1.0,15.0,19,49.0,14.0,0.0,Matches
Yussuf Poulsen,dk DEN,"FW,MF",27.0,12.0,13.0,4,3.0,6.0,4.0,3.0,13.0,23.1,10.0,13.0,0.0,13.0,3,16.0,9.0,0.0,Matches
Dani Olmo,es ESP,"MF,FW",23.0,8.3,14.0,6,5.0,7.0,2.0,5.0,18.0,27.8,13.0,5.0,1.0,4.0,4,18.0,1.0,0.0,Matches
Marcel Halstenberg,de GER,DF,29.0,5.6,10.0,7,6.0,4.0,0.0,6.0,11.0,54.5,5.0,6.0,0.0,6.0,7,17.0,11.0,0.0,Matches
Hugo Novoa,es ESP,"MF,FW",18.0,1.5,4.0,4,2.0,0.0,2.0,2.0,7.0,28.6,5.0,2.0,0.0,2.0,1,5.0,0.0,0.0,Matches
Brian Brobbey,nl NED,"FW,MF",19.0,1.5,1.0,0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0,1.0,0.0,0.0,Matches
Josep Martinez,es ESP,GK,23.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Hwang Hee-chan,kr KOR,FW,25.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,Matches
Marcel Sabitzer,at AUT,"MF,FW",27.0,0.5,2.0,1,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,3.0,0.0,0.0,Matches
Ilaix Moriba,gn GUI,MF,18.0,0.4,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,1,1.0,0.0,0.0,Matches
Joscha Wosz,de GER,DF,19.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Solomon Bonnah,nl NED,DF,17.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,Matches
Sidney Raebiger,de GER,MF,16.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Philipp Tschauner,de GER,GK,35.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,25.3,34.0,499.0,289,218.0,222.0,59.0,219.0,512.0,42.8,293.0,399.0,81.0,318.0,349,848.0,523.0,12.0,
Opponent Total,,,26.0,34.0,569.0,318,272.0,231.0,66.0,213.0,560.0,38.0,347.0,389.0,96.0,293.0,402,971.0,569.0,11.0,
Robin Knoche,de GER,DF,29.0,33.0,50.0,24,38.0,12.0,0.0,30.0,53.0,56.6,23.0,45.0,26.0,19.0,49,99.0,151.0,1.0,Matches
Rani Khedira,de GER,MF,27.0,30.6,75.0,38,25.0,42.0,8.0,32.0,66.0,48.5,34.0,21.0,8.0,13.0,50,125.0,27.0,1.0,Matches
Taiwo Awoniyi,ng NGA,FW,23.0,24.2,11.0,7,3.0,6.0,2.0,1.0,9.0,11.1,8.0,11.0,2.0,9.0,2,13.0,29.0,0.0,Matches
Grischa Prömel,de GER,MF,26.0,26.9,36.0,22,14.0,17.0,5.0,22.0,52.0,42.3,30.0,18.0,3.0,15.0,23,59.0,22.0,0.0,Matches
Andreas Luthe,de GER,GK,34.0,27.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,11.0,4.0,Matches
Timo Baumgartl,de GER,DF,25.0,24.1,59.0,28,34.0,21.0,4.0,31.0,47.0,66.0,16.0,27.0,11.0,16.0,37,96.0,58.0,0.0,Matches
Niko Gießelmann,de GER,"DF,FW",29.0,23.1,24.0,17,10.0,11.0,3.0,15.0,38.0,39.5,23.0,26.0,4.0,22.0,18,42.0,29.0,1.0,Matches
Christopher Trimmel,at AUT,"DF,FW",34.0,22.1,49.0,30,25.0,19.0,5.0,26.0,45.0,57.8,19.0,20.0,3.0,17.0,34,83.0,75.0,0.0,Matches
Genki Haraguchi,jp JPN,MF,30.0,19.5,37.0,20,12.0,22.0,3.0,15.0,48.0,31.3,33.0,25.0,3.0,22.0,26,63.0,15.0,0.0,Matches
Paul Jaeckel,de GER,DF,23.0,22.7,51.0,29,27.0,24.0,0.0,29.0,51.0,56.9,22.0,34.0,10.0,24.0,57,108.0,81.0,0.0,Matches
Sheraldo Becker,sr SUR,"FW,MF",26.0,19.5,9.0,6,3.0,4.0,2.0,6.0,18.0,33.3,12.0,11.0,0.0,11.0,2,11.0,4.0,0.0,Matches
Max Kruse,de GER,"FW,MF",33.0,14.1,4.0,1,0.0,3.0,1.0,2.0,16.0,12.5,14.0,12.0,0.0,12.0,3,7.0,2.0,0.0,Matches
Julian Ryerson,no NOR,DF,23.0,15.9,27.0,15,11.0,12.0,4.0,17.0,25.0,68.0,8.0,12.0,4.0,8.0,16,43.0,32.0,0.0,Matches
Marvin Friedrich,de GER,DF,25.0,13.0,17.0,5,14.0,3.0,0.0,10.0,16.0,62.5,6.0,13.0,7.0,6.0,23,40.0,47.0,0.0,Matches
Bastian Oczipka,de GER,DF,32.0,10.4,24.0,15,15.0,7.0,2.0,10.0,13.0,76.9,3.0,10.0,2.0,8.0,12,36.0,21.0,0.0,Matches
Frederik Rønnow,dk DEN,GK,28.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Matches
Dominique Heintz,de GER,DF,27.0,5.2,8.0,5,5.0,3.0,0.0,3.0,6.0,50.0,3.0,7.0,4.0,3.0,7,15.0,14.0,0.0,Matches
Andreas Voglsammer,de GER,"FW,MF",29.0,9.8,14.0,9,8.0,3.0,3.0,6.0,14.0,42.9,8.0,9.0,2.0,7.0,2,16.0,7.0,0.0,Matches
Levin Öztunalı,de GER,MF,25.0,6.4,14.0,11,6.0,5.0,3.0,7.0,17.0,41.2,10.0,3.0,0.0,3.0,4,18.0,12.0,0.0,Matches
Kevin Möhwald,de GER,MF,28.0,3.9,7.0,1,3.0,3.0,1.0,1.0,7.0,14.3,6.0,3.0,0.0,3.0,3,10.0,6.0,0.0,Matches
Kevin Behrens,de GER,FW,30.0,5.5,3.0,2,1.0,1.0,1.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,3,6.0,7.0,0.0,Matches
Sven Michel,de GER,FW,31.0,3.8,10.0,6,5.0,3.0,2.0,2.0,8.0,25.0,6.0,3.0,0.0,3.0,1,11.0,1.0,0.0,Matches
Marcus Ingvartsen,dk DEN,MF,25.0,1.4,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2,2.0,1.0,0.0,Matches
András Schäfer,hu HUN,MF,22.0,2.7,4.0,1,3.0,1.0,0.0,0.0,5.0,0.0,5.0,7.0,1.0,6.0,2,6.0,4.0,0.0,Matches
Cedric Teuchert,de GER,"MF,FW",24.0,1.2,3.0,2,3.0,0.0,0.0,2.0,6.0,33.3,4.0,1.0,0.0,1.0,0,3.0,0.0,0.0,Matches
