Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Giacomo Bonaventura,it ITA,MF,31.0,25.2,999.0,1206.0,82.8,16878.0,3407.0,491.0,547.0,89.8,393.0,465.0,84.5,93.0,133.0,69.9,4,2.3,2.1,1.7,33.0,87.0,22.0,1.0,131.0,Matches
Nicolás González,ar ARG,FW,23.0,26.2,693.0,940.0,73.7,12669.0,2404.0,326.0,411.0,79.3,260.0,329.0,79.0,95.0,126.0,75.4,6,4.2,4.8,1.8,37.0,46.0,32.0,9.0,91.0,Matches
Lucas Torreira,uy URU,MF,25.0,24.4,1193.0,1368.0,87.2,22757.0,5765.0,432.0,481.0,89.8,590.0,646.0,91.3,149.0,194.0,76.8,1,2.1,1.7,-1.1,23.0,112.0,24.0,0.0,125.0,Matches
Igor,br BRA,DF,23.0,24.9,1550.0,1688.0,91.8,31777.0,9782.0,445.0,480.0,92.7,906.0,945.0,95.9,192.0,236.0,81.4,0,0.9,0.8,-0.9,6.0,89.0,1.0,0.0,95.0,Matches
Alfred Duncan,gh GHA,MF,28.0,21.5,740.0,947.0,78.1,14309.0,4015.0,304.0,361.0,84.2,298.0,365.0,81.6,121.0,160.0,75.6,2,2.0,1.7,0.0,26.0,101.0,27.0,9.0,129.0,Matches
Dušan Vlahović,rs SRB,FW,21.0,20.6,270.0,395.0,68.4,4563.0,783.0,129.0,172.0,75.0,103.0,146.0,70.5,30.0,38.0,78.9,2,1.8,2.5,0.2,20.0,15.0,12.0,3.0,40.0,Matches
Lorenzo Venuti,it ITA,DF,26.0,17.5,909.0,1046.0,86.9,16156.0,4826.0,395.0,426.0,92.7,414.0,464.0,89.2,87.0,126.0,69.0,0,0.3,0.9,-0.3,8.0,67.0,10.0,3.0,68.0,Matches
Álvaro Odriozola,es ESP,DF,25.0,19.3,885.0,1030.0,85.9,14157.0,4062.0,438.0,475.0,92.2,376.0,425.0,88.5,56.0,75.0,74.7,2,3.4,3.1,-1.4,26.0,36.0,16.0,9.0,55.0,Matches
Lucas Martínez Quarta,ar ARG,DF,25.0,15.9,1007.0,1123.0,89.7,21071.0,7834.0,310.0,333.0,93.1,543.0,581.0,93.5,146.0,186.0,78.5,0,1.0,0.5,-1.0,5.0,73.0,1.0,0.0,76.0,Matches
Gaetano Castrovilli,it ITA,MF,24.0,15.5,404.0,539.0,75.0,6627.0,1868.0,215.0,243.0,88.5,145.0,189.0,76.7,30.0,61.0,49.2,1,0.8,1.5,0.2,14.0,37.0,24.0,0.0,78.0,Matches
José Callejón,es ESP,FW,34.0,14.4,484.0,618.0,78.3,7873.0,1923.0,257.0,293.0,87.7,173.0,215.0,80.5,42.0,77.0,54.5,2,2.4,3.0,-0.4,21.0,34.0,24.0,6.0,71.0,Matches
Riccardo Sottil,it ITA,FW,22.0,13.8,296.0,386.0,76.7,5041.0,737.0,147.0,169.0,87.0,119.0,152.0,78.3,26.0,38.0,68.4,2,2.5,1.8,-0.5,14.0,9.0,19.0,6.0,39.0,Matches
Riccardo Saponara,it ITA,FW,29.0,14.3,427.0,555.0,76.9,7378.0,1930.0,204.0,249.0,81.9,171.0,208.0,82.2,40.0,55.0,72.7,3,3.2,2.6,-0.2,20.0,39.0,25.0,7.0,93.0,Matches
Youssef Maleh,it ITA,MF,22.0,11.3,332.0,417.0,79.6,5343.0,1275.0,181.0,207.0,87.4,119.0,144.0,82.6,24.0,40.0,60.0,2,1.8,2.0,0.2,14.0,30.0,7.0,4.0,43.0,Matches
Krzysztof Piątek,pl POL,FW,26.0,8.1,126.0,158.0,79.7,1791.0,287.0,64.0,74.0,86.5,54.0,61.0,88.5,3.0,4.0,75.0,0,0.9,0.8,-0.9,6.0,7.0,5.0,1.0,14.0,Matches
Sofyan Amrabat,ma MAR,MF,24.0,10.5,645.0,716.0,90.1,12507.0,3260.0,238.0,264.0,90.2,321.0,336.0,95.5,78.0,95.0,82.1,0,0.2,0.7,-0.2,8.0,74.0,9.0,1.0,63.0,Matches
Arthur,br BRA,FW,23.0,8.3,110.0,142.0,77.5,1728.0,248.0,59.0,71.0,83.1,36.0,46.0,78.3,8.0,11.0,72.7,2,0.4,0.3,1.6,7.0,7.0,2.0,0.0,10.0,Matches
Jonathan Ikone,fr FRA,FW,23.0,7.2,227.0,273.0,83.2,3765.0,639.0,101.0,119.0,84.9,104.0,120.0,86.7,14.0,18.0,77.8,1,1.6,1.3,-0.6,9.0,17.0,7.0,1.0,27.0,Matches
Bartłomiej Drągowski,pl POL,GK,23.0,6.2,276.0,345.0,80.0,7422.0,4533.0,50.0,50.0,100.0,128.0,136.0,94.1,97.0,156.0,62.2,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Matches
Erick Pulgar,cl CHI,MF,27.0,3.8,208.0,239.0,87.0,4047.0,1023.0,70.0,81.0,86.4,111.0,116.0,95.7,23.0,32.0,71.9,1,0.6,0.8,0.4,7.0,19.0,2.0,1.0,16.0,Matches
Matija Nastasić,rs SRB,DF,28.0,2.4,143.0,154.0,92.9,3000.0,852.0,32.0,33.0,97.0,91.0,95.0,95.8,19.0,24.0,79.2,0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,8.0,Matches
Aleksa Terzić,rs SRB,DF,21.0,3.0,196.0,238.0,82.4,3273.0,1059.0,98.0,107.0,91.6,74.0,86.0,86.0,20.0,33.0,60.6,1,0.4,0.5,0.6,5.0,5.0,8.0,6.0,13.0,Matches
Marco Benassi,it ITA,"DF,MF",26.0,1.8,108.0,133.0,81.2,1918.0,573.0,48.0,55.0,87.3,48.0,59.0,81.4,12.0,16.0,75.0,0,0.1,0.2,-0.1,1.0,9.0,1.0,0.0,11.0,Matches
Aleksandr Kokorin,ru RUS,"FW,MF",30.0,0.6,15.0,24.0,62.5,225.0,30.0,9.0,15.0,60.0,5.0,6.0,83.3,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Matches
Filippo Distefano,it ITA,FW,17.0,0.0,1.0,1.0,100.0,22.0,0.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,26.4,38.0,17418.0,20910.0,83.3,337614.0,110293.0,6638.0,7448.0,89.1,8158.0,9133.0,89.3,2366.0,3482.0,67.9,33,39.2,41.6,-6.2,386.0,1211.0,346.0,105.0,1584.0,
Opponent Total,,,26.7,38.0,11993.0,15395.0,77.9,211718.0,82263.0,5399.0,6137.0,88.0,4923.0,5761.0,85.5,1264.0,2443.0,51.7,33,30.3,22.6,2.7,261.0,714.0,198.0,53.0,979.0,
Juan Musso,ar ARG,GK,27.0,32.6,715.0,958.0,74.6,20801.0,14921.0,97.0,97.0,100.0,349.0,355.0,98.3,262.0,490.0,53.5,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,Matches
José Luis Palomino,ar ARG,DF,31.0,29.7,1349.0,1663.0,81.1,26093.0,9737.0,469.0,539.0,87.0,700.0,802.0,87.3,160.0,265.0,60.4,0,0.4,0.6,-0.4,5.0,89.0,7.0,2.0,113.0,Matches
Davide Zappacosta,it ITA,DF,29.0,26.1,1238.0,1503.0,82.4,17825.0,6203.0,759.0,819.0,92.7,402.0,488.0,82.4,51.0,105.0,48.6,5,4.0,3.3,1.0,33.0,60.0,36.0,18.0,99.0,Matches
Marten de Roon,nl NED,"MF,DF",30.0,28.3,1434.0,1690.0,84.9,25483.0,8331.0,650.0,725.0,89.7,618.0,677.0,91.3,141.0,230.0,61.3,0,0.3,1.1,-0.3,7.0,163.0,21.0,0.0,176.0,Matches
Remo Freuler,ch SUI,MF,29.0,26.3,1486.0,1728.0,86.0,23572.0,7197.0,728.0,796.0,91.5,621.0,697.0,89.1,85.0,131.0,64.9,3,1.4,2.6,1.6,23.0,178.0,38.0,4.0,208.0,Matches
Berat Djimsiti,al ALB,DF,28.0,25.1,1192.0,1435.0,83.1,19624.0,7246.0,589.0,660.0,89.2,471.0,530.0,88.9,97.0,169.0,57.4,1,1.6,1.1,-0.6,13.0,99.0,18.0,7.0,100.0,Matches
Mario Pašalić,hr CRO,"MF,FW",26.0,22.2,801.0,997.0,80.3,12561.0,3133.0,407.0,484.0,84.1,302.0,346.0,87.3,57.0,74.0,77.0,6,5.7,4.2,0.3,39.0,64.0,25.0,0.0,105.0,Matches
Teun Koopmeiners,nl NED,MF,23.0,23.6,1173.0,1485.0,79.0,21632.0,7362.0,510.0,578.0,88.2,492.0,575.0,85.6,132.0,249.0,53.0,1,5.3,5.3,-4.3,48.0,154.0,37.0,12.0,162.0,Matches
Merih Demiral,tr TUR,DF,23.0,21.3,683.0,801.0,85.3,13396.0,3973.0,201.0,238.0,84.5,400.0,440.0,90.9,71.0,102.0,69.6,2,0.7,0.1,1.3,4.0,24.0,0.0,0.0,25.0,Matches
Duván Zapata,co COL,FW,30.0,19.1,407.0,548.0,74.3,5607.0,892.0,244.0,298.0,81.9,114.0,148.0,77.0,19.0,35.0,54.3,4,4.4,3.6,-0.4,39.0,18.0,22.0,4.0,47.0,Matches
Ruslan Malinovskyi,ua UKR,"MF,FW",28.0,17.7,669.0,928.0,72.1,11706.0,3601.0,293.0,352.0,83.2,257.0,329.0,78.1,87.0,162.0,53.7,5,5.9,5.3,-0.9,45.0,70.0,48.0,6.0,111.0,Matches
Matteo Pessina,it ITA,"MF,FW",24.0,16.0,718.0,880.0,81.6,10454.0,2860.0,421.0,477.0,88.3,241.0,283.0,85.2,30.0,39.0,76.9,1,1.4,1.4,-0.4,24.0,48.0,16.0,2.0,87.0,Matches
Luis Muriel,co COL,"FW,MF",30.0,17.1,541.0,755.0,71.7,8311.0,2422.0,293.0,362.0,80.9,158.0,224.0,70.5,52.0,94.0,55.3,8,6.0,6.1,2.0,60.0,42.0,32.0,4.0,86.0,Matches
Rafael Tolói,it ITA,DF,30.0,16.0,772.0,944.0,81.8,14041.0,5497.0,324.0,357.0,90.8,358.0,404.0,88.6,76.0,137.0,55.5,1,0.5,0.6,0.5,8.0,86.0,10.0,2.0,90.0,Matches
Hans Hateboer,nl NED,"DF,MF",27.0,15.4,703.0,850.0,82.7,9952.0,3276.0,448.0,482.0,92.9,207.0,253.0,81.8,29.0,59.0,49.2,0,0.8,1.9,-0.8,13.0,43.0,17.0,8.0,73.0,Matches
Joakim Mæhle,dk DEN,"DF,MF",24.0,16.3,752.0,930.0,80.9,10287.0,3454.0,475.0,531.0,89.5,227.0,284.0,79.9,22.0,43.0,51.2,1,1.0,1.1,0.0,16.0,42.0,16.0,2.0,75.0,Matches
Giuseppe Pezzella,it ITA,"DF,MF",23.0,11.9,508.0,658.0,77.2,7346.0,2203.0,315.0,352.0,89.5,145.0,183.0,79.2,32.0,68.0,47.1,2,0.9,0.8,1.1,9.0,30.0,7.0,3.0,46.0,Matches
Giorgio Scalvini,it ITA,"DF,MF",17.0,8.5,405.0,497.0,81.5,6846.0,2737.0,201.0,221.0,91.0,167.0,195.0,85.6,29.0,61.0,47.5,0,0.9,0.3,-0.9,5.0,43.0,5.0,0.0,53.0,Matches
Josip Iličić,si SVN,"MF,FW",33.0,9.3,359.0,492.0,73.0,6453.0,2051.0,182.0,223.0,81.6,118.0,157.0,75.2,48.0,74.0,64.9,3,3.3,2.9,-0.3,34.0,40.0,21.0,2.0,70.0,Matches
Aleksei Miranchuk,ru RUS,"MF,FW",25.0,8.6,310.0,384.0,80.7,4480.0,1088.0,183.0,212.0,86.3,94.0,112.0,83.9,20.0,30.0,66.7,5,2.7,2.3,2.3,22.0,24.0,15.0,2.0,34.0,Matches
Jeremie Boga,ci CIV,"FW,MF",24.0,8.5,333.0,419.0,79.5,4412.0,1219.0,222.0,260.0,85.4,68.0,86.0,79.1,23.0,34.0,67.6,0,1.1,1.9,-1.1,20.0,26.0,26.0,1.0,53.0,Matches
Robin Gosens,de GER,DF,27.0,5.1,212.0,261.0,81.2,3294.0,1266.0,121.0,134.0,90.3,76.0,94.0,80.9,12.0,20.0,60.0,0,0.4,0.4,-0.4,6.0,13.0,6.0,2.0,28.0,Matches
Marco Sportiello,it ITA,GK,29.0,5.0,104.0,135.0,77.0,2540.0,1626.0,18.0,18.0,100.0,59.0,60.0,98.3,26.0,55.0,47.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matteo Lovato,it ITA,DF,21.0,3.4,165.0,194.0,85.1,2978.0,935.0,77.0,83.0,92.8,69.0,79.0,87.3,18.0,24.0,75.0,0,0.1,0.0,-0.1,2.0,14.0,1.0,0.0,10.0,Matches
Roberto Piccoli,it ITA,FW,20.0,2.2,30.0,43.0,69.8,382.0,54.0,21.0,28.0,75.0,8.0,10.0,80.0,0.0,0.0,,0,0.3,0.1,-0.3,4.0,1.0,0.0,0.0,1.0,Matches
Valentin Mihaila,ro ROU,"MF,FW",21.0,0.8,17.0,33.0,51.5,229.0,37.0,12.0,21.0,57.1,5.0,6.0,83.3,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
Moustapha Cissé,gn GUI,FW,17.0,0.4,5.0,9.0,55.6,48.0,13.0,5.0,8.0,62.5,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
Sam Lammers,nl NED,"FW,MF",24.0,0.4,12.0,20.0,60.0,155.0,55.0,7.0,10.0,70.0,4.0,7.0,57.1,0.0,0.0,,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,Matches
Francesco Rossi,it ITA,GK,30.0,0.4,12.0,16.0,75.0,341.0,279.0,0.0,0.0,,8.0,8.0,100.0,4.0,8.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tommaso De Nipoti,it ITA,FW,18.0,0.1,1.0,1.0,100.0,10.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alassane Sidibe,ci CIV,MF,19.0,0.1,1.0,2.0,50.0,15.0,0.0,0.0,0.0,,1.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giorgio Cittadini,it ITA,DF,19.0,0.0,1.0,2.0,50.0,17.0,15.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
Squad Total,,,27.5,38.0,17108.0,21261.0,80.5,290891.0,103683.0,8273.0,9367.0,88.3,6740.0,7834.0,86.0,1583.0,2760.0,57.4,48,48.6,47.2,-0.6,479.0,1384.0,425.0,81.0,1858.0,
Opponent Total,,,26.6,38.0,13368.0,17503.0,76.4,240357.0,96471.0,6038.0,7014.0,86.1,5388.0,6478.0,83.2,1560.0,2901.0,53.8,29,32.0,23.8,-3.0,287.0,969.0,221.0,61.0,1122.0,
Lorenzo Montipò,it ITA,GK,25.0,34.0,539.0,973.0,55.4,18345.0,14461.0,74.0,74.0,100.0,197.0,203.0,97.0,263.0,682.0,38.6,0,0.0,0.1,0.0,0.0,22.0,0.0,0.0,0.0,Matches
Gianluca Caprari,it ITA,"MF,FW",28.0,30.4,960.0,1283.0,74.8,13655.0,3571.0,556.0,640.0,86.9,272.0,368.0,73.9,65.0,131.0,49.6,7,6.2,5.8,0.8,63.0,57.0,61.0,5.0,164.0,Matches
Darko Lazović,rs SRB,DF,30.0,30.7,1077.0,1540.0,69.9,16904.0,8100.0,557.0,674.0,82.6,428.0,584.0,73.3,65.0,155.0,41.9,7,6.3,5.4,0.7,44.0,100.0,55.0,14.0,174.0,Matches
Giovanni Simeone,ar ARG,FW,26.0,29.5,465.0,679.0,68.5,5771.0,916.0,305.0,394.0,77.4,85.0,126.0,67.5,25.0,39.0,64.1,5,3.2,1.9,1.8,24.0,21.0,18.0,4.0,40.0,Matches
Nicolò Casale,it ITA,DF,23.0,28.7,957.0,1195.0,80.1,16387.0,5759.0,429.0,498.0,86.1,421.0,502.0,83.9,78.0,127.0,61.4,1,1.0,1.3,0.0,11.0,63.0,12.0,4.0,91.0,Matches
Davide Faraoni,it ITA,DF,29.0,28.6,923.0,1359.0,67.9,16038.0,7594.0,459.0,559.0,82.1,330.0,459.0,71.9,111.0,241.0,46.1,5,2.9,2.2,2.1,20.0,83.0,48.0,16.0,123.0,Matches
Ivan Ilić,rs SRB,MF,20.0,28.1,1102.0,1366.0,80.7,19025.0,5377.0,496.0,579.0,85.7,456.0,530.0,86.0,106.0,162.0,65.4,3,1.8,1.5,1.2,20.0,98.0,20.0,6.0,134.0,Matches
Koray Günter,de GER,DF,26.0,26.8,1035.0,1288.0,80.4,21659.0,9788.0,298.0,357.0,83.5,559.0,638.0,87.6,162.0,247.0,65.6,0,0.7,0.9,-0.7,7.0,65.0,2.0,0.0,106.0,Matches
Federico Ceccherini,it ITA,DF,29.0,26.2,954.0,1216.0,78.5,16323.0,6138.0,444.0,525.0,84.6,384.0,445.0,86.3,95.0,175.0,54.3,0,0.5,0.6,-0.5,7.0,73.0,5.0,0.0,95.0,Matches
Antonín Barák,cz CZE,"MF,FW",26.0,26.0,876.0,1107.0,79.1,11982.0,3508.0,520.0,610.0,85.2,275.0,331.0,83.1,33.0,52.0,63.5,4,2.7,3.1,1.3,28.0,81.0,22.0,1.0,147.0,Matches
Adrien Tameze,cm CMR,"MF,DF",27.0,28.6,1028.0,1295.0,79.4,16802.0,5580.0,514.0,602.0,85.4,390.0,465.0,83.9,86.0,137.0,62.8,2,1.9,1.7,0.1,28.0,108.0,22.0,6.0,134.0,Matches
Miguel Veloso,pt POR,MF,35.0,14.9,725.0,922.0,78.6,13530.0,4348.0,282.0,324.0,87.0,337.0,395.0,85.3,88.0,153.0,57.5,3,1.5,2.1,1.5,25.0,92.0,19.0,5.0,103.0,Matches
Paweł Dawidowicz,pl POL,DF,26.0,13.3,511.0,600.0,85.2,8677.0,2983.0,241.0,266.0,90.6,224.0,256.0,87.5,41.0,57.0,71.9,0,0.3,0.2,-0.3,6.0,42.0,3.0,0.0,50.0,Matches
Kevin Lasagna,it ITA,"MF,FW",28.0,13.2,179.0,273.0,65.6,2677.0,657.0,103.0,132.0,78.0,45.0,70.0,64.3,15.0,22.0,68.2,4,2.1,1.2,1.9,15.0,10.0,13.0,2.0,28.0,Matches
Fabio Depaoli,it ITA,DF,24.0,7.8,174.0,283.0,61.5,2825.0,1485.0,94.0,117.0,80.3,55.0,83.0,66.3,18.0,48.0,37.5,1,0.6,0.9,0.4,6.0,13.0,15.0,5.0,30.0,Matches
Martin Hongla,cm CMR,MF,23.0,7.2,229.0,303.0,75.6,4101.0,992.0,103.0,127.0,81.1,89.0,109.0,81.7,29.0,49.0,59.2,0,0.1,0.2,-0.1,2.0,18.0,3.0,0.0,23.0,Matches
Bosko Sutalo,hr CRO,DF,21.0,10.2,369.0,482.0,76.6,6066.0,1954.0,189.0,224.0,84.4,124.0,151.0,82.1,40.0,70.0,57.1,0,0.0,0.2,0.0,1.0,21.0,3.0,1.0,33.0,Matches
Daniel Bessa,it ITA,MF,28.0,8.5,383.0,479.0,80.0,5973.0,1903.0,186.0,214.0,86.9,143.0,161.0,88.8,29.0,59.0,49.2,1,0.4,0.6,0.6,10.0,45.0,16.0,0.0,68.0,Matches
Giangiacomo Magnani,it ITA,DF,25.0,5.9,174.0,229.0,76.0,3305.0,1190.0,57.0,69.0,82.6,97.0,119.0,81.5,17.0,31.0,54.8,0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,12.0,Matches
Nikola Kalinić,hr CRO,FW,33.0,4.5,85.0,104.0,81.7,986.0,128.0,56.0,62.0,90.3,21.0,26.0,80.8,0.0,2.0,0.0,1,0.9,0.4,0.1,6.0,3.0,2.0,0.0,6.0,Matches
Ivor Pandur,hr CRO,GK,21.0,3.0,52.0,68.0,76.5,1559.0,1163.0,6.0,6.0,100.0,25.0,28.0,89.3,20.0,33.0,60.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Coppola,it ITA,DF,17.0,2.8,77.0,98.0,78.6,1417.0,595.0,27.0,31.0,87.1,45.0,53.0,84.9,4.0,11.0,36.4,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,Matches
Mattia Zaccagni,it ITA,MF,26.0,2.0,56.0,70.0,80.0,892.0,354.0,31.0,35.0,88.6,19.0,25.0,76.0,4.0,6.0,66.7,0,1.1,1.3,-1.1,5.0,3.0,6.0,1.0,10.0,Matches
Matteo Cancellieri,it ITA,"MF,DF",19.0,2.5,46.0,70.0,65.7,645.0,187.0,30.0,37.0,81.1,8.0,14.0,57.1,6.0,10.0,60.0,0,0.2,0.1,-0.2,4.0,2.0,2.0,0.0,4.0,Matches
Alessandro Berardi,it ITA,GK,30.0,1.0,13.0,30.0,43.3,437.0,298.0,0.0,0.0,,8.0,8.0,100.0,5.0,22.0,22.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Panagiotis Retsos,gr GRE,DF,22.0,0.6,14.0,22.0,63.6,252.0,76.0,6.0,10.0,60.0,6.0,9.0,66.7,2.0,3.0,66.7,0,0.1,0.0,-0.1,1.0,0.0,2.0,1.0,2.0,Matches
Yıldırım Mert Çetin,tr TUR,MF,24.0,0.5,23.0,33.0,69.7,390.0,188.0,11.0,15.0,73.3,9.0,12.0,75.0,3.0,3.0,100.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches
Samuel Di Carmine,it ITA,FW,32.0,0.4,5.0,5.0,100.0,72.0,11.0,3.0,3.0,100.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
Mateusz Praszelik,pl POL,MF,20.0,0.3,9.0,11.0,81.8,80.0,10.0,6.0,8.0,75.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Gianluca Frabotta,it ITA,"DF,MF",22.0,0.2,4.0,10.0,40.0,53.0,31.0,1.0,4.0,25.0,2.0,4.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Filippo Terracciano,it ITA,DF,18.0,0.1,3.0,5.0,60.0,33.0,15.0,3.0,3.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches
Squad Total,,,26.8,38.0,13047.0,17398.0,75.0,226861.0,89360.0,6087.0,7199.0,84.6,5057.0,6178.0,81.9,1410.0,2728.0,51.7,44,34.1,32.0,9.9,333.0,1046.0,350.0,71.0,1587.0,
Opponent Total,,,26.8,38.0,12510.0,17056.0,73.3,224821.0,92542.0,5616.0,6705.0,83.8,4959.0,6187.0,80.2,1503.0,3030.0,49.6,38,35.5,28.6,2.5,350.0,983.0,282.0,94.0,1159.0,
Saša Lukić,rs SRB,MF,24.0,33.1,1512.0,1741.0,86.8,26251.0,6157.0,649.0,714.0,90.9,691.0,760.0,90.9,129.0,164.0,78.7,4,4.0,3.4,0.0,32.0,146.0,18.0,3.0,148.0,Matches
Gleison Bremer,br BRA,DF,24.0,32.1,1166.0,1434.0,81.3,23627.0,7926.0,303.0,369.0,82.1,719.0,813.0,88.4,129.0,207.0,62.3,1,0.4,0.6,0.6,7.0,46.0,4.0,0.0,64.0,Matches
Wilfried Singo,ci CIV,DF,20.0,29.0,1065.0,1397.0,76.2,17613.0,5734.0,506.0,579.0,87.4,459.0,574.0,80.0,74.0,147.0,50.3,4,2.5,2.3,1.5,23.0,63.0,31.0,15.0,89.0,Matches
Ricardo Rodríguez,ch SUI,DF,28.0,27.5,1247.0,1469.0,84.9,21547.0,8073.0,602.0,644.0,93.5,515.0,562.0,91.6,108.0,198.0,54.5,1,1.6,1.8,-0.6,22.0,101.0,7.0,2.0,115.0,Matches
Vanja Milinković-Savić,rs SRB,GK,24.0,27.0,528.0,1026.0,51.5,18715.0,14556.0,52.0,53.0,98.1,243.0,247.0,98.4,233.0,717.0,32.5,0,0.0,0.2,0.0,0.0,51.0,3.0,0.0,1.0,Matches
Josip Brekalo,hr CRO,MF,23.0,25.4,835.0,1166.0,71.6,14202.0,3308.0,407.0,488.0,83.4,293.0,391.0,74.9,103.0,180.0,57.2,2,5.5,4.8,-3.5,62.0,65.0,35.0,12.0,105.0,Matches
Tommaso Pobega,it ITA,MF,22.0,24.9,918.0,1174.0,78.2,15319.0,4567.0,454.0,550.0,82.5,371.0,440.0,84.3,78.0,115.0,67.8,2,2.0,1.0,0.0,24.0,123.0,17.0,1.0,128.0,Matches
Mërgim Vojvoda,xk KVX,DF,26.0,22.0,904.0,1164.0,77.7,14633.0,6048.0,484.0,541.0,89.5,326.0,410.0,79.5,70.0,143.0,49.0,3,2.3,2.5,0.7,22.0,90.0,31.0,17.0,114.0,Matches
Antonio Sanabria,py PAR,FW,25.0,20.0,348.0,482.0,72.2,4786.0,453.0,218.0,281.0,77.6,79.0,108.0,73.1,23.0,28.0,82.1,1,1.8,1.2,-0.8,18.0,14.0,6.0,1.0,24.0,Matches
Koffi Djidji,ci CIV,DF,28.0,19.3,690.0,836.0,82.5,12554.0,3859.0,287.0,324.0,88.6,337.0,366.0,92.1,59.0,117.0,50.4,0,0.0,0.2,0.0,3.0,57.0,8.0,4.0,57.0,Matches
Dennis Praet,be BEL,MF,27.0,17.1,430.0,588.0,73.1,6410.0,1650.0,247.0,292.0,84.6,144.0,196.0,73.5,22.0,45.0,48.9,2,4.4,3.5,-2.4,25.0,35.0,24.0,11.0,52.0,Matches
Ola Aina,ng NGA,DF,24.0,16.0,535.0,755.0,70.9,8693.0,3540.0,272.0,316.0,86.1,202.0,280.0,72.1,44.0,93.0,47.3,0,1.8,1.4,-1.8,16.0,43.0,20.0,4.0,68.0,Matches
Andrea Belotti,it ITA,FW,27.0,15.2,252.0,369.0,68.3,3263.0,432.0,167.0,209.0,79.9,64.0,89.0,71.9,8.0,18.0,44.4,1,0.7,0.6,0.3,10.0,18.0,3.0,0.0,24.0,Matches
Rolando Mandragora,it ITA,MF,24.0,14.7,647.0,769.0,84.1,10725.0,3264.0,314.0,343.0,91.5,257.0,295.0,87.1,56.0,91.0,61.5,2,2.9,1.7,-0.9,31.0,83.0,11.0,6.0,82.0,Matches
David Zima,cz CZE,DF,20.0,14.6,516.0,611.0,84.5,8910.0,2319.0,207.0,241.0,85.9,269.0,297.0,90.6,34.0,53.0,64.2,0,0.6,0.5,-0.6,5.0,22.0,4.0,0.0,24.0,Matches
Marko Pjaca,hr CRO,MF,26.0,12.8,322.0,420.0,76.7,4593.0,1135.0,194.0,239.0,81.2,97.0,121.0,80.2,17.0,30.0,56.7,0,1.2,1.4,-1.2,15.0,26.0,19.0,6.0,46.0,Matches
Alessandro Buongiorno,it ITA,DF,22.0,13.1,451.0,559.0,80.7,7307.0,2436.0,227.0,256.0,88.7,186.0,225.0,82.7,28.0,57.0,49.1,1,0.7,0.3,0.3,5.0,28.0,1.0,1.0,30.0,Matches
